account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,customer_status,tenure_days,tenure_months,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,total_arr,mrr_per_seat,total_upgrades,total_downgrades,upgrade_rate,downgrade_rate,auto_renew_subscriptions,auto_renew_rate,usage_events,total_usage,total_duration_secs,total_errors,features_used,total_tickets,avg_resolution_hours,avg_first_response_minutes,avg_satisfaction,escalated_tickets,escalation_rate,total_churn_events,total_refund,reactivation_events,retention_priority_score,retention_priority,priority_reason
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,8,False,Churned,138,4.5,12,10,2,14583,174996,1822.875,3,0,0.25,0.0,8,0.6666666666666666,57,550,175157,30,29,8.0,35.25,65.625,3.8,0.0,0.0,2.0,1.85,0.0,0,Monitor,No Major Risk Signal
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,Active,239,7.9,8,8,0,26234,314808,582.9777777777778,0,0,0.0,0.0,8,1.0,34,344,111161,13,26,5.0,29.8,112.8,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,12,False,Active,579,19.0,7,6,1,9171,110052,764.25,1,0,0.14285714285714285,0.0,6,0.8571428571428571,30,296,83537,16,19,4.0,64.25,79.25,4.5,1.0,0.25,1.0,43.01,0.0,4,Critical,Long Tenure + Support Escalation
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26,True,Churned,711,23.4,6,4,2,4806,57672,184.84615384615384,0,0,0.0,0.0,6,1.0,29,278,85711,16,21,4.0,38.5,140.75,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-cc1d8d,Company_440,FinTech,US,2024-12-08,other,Pro,5,False,Active,23,0.8,13,13,0,8947,107364,1789.4,1,1,0.07692307692307693,0.07692307692307693,11,0.8461538461538461,63,618,204365,48,33,5.0,30.2,99.2,4.5,0.0,0.0,2.0,217.22,0.0,0,Monitor,No Major Risk Signal
A-7f4db3,Company_441,FinTech,US,2023-03-05,other,Pro,4,False,Active,667,21.9,15,12,3,26276,315312,6569.0,0,1,0.0,0.06666666666666667,13,0.8666666666666667,90,844,278000,46,36,5.0,16.6,91.4,3.25,1.0,0.2,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-db5e9e,Company_442,DevTools,US,2024-11-09,partner,Basic,4,False,Active,52,1.7,8,7,1,9251,111012,2312.75,0,1,0.0,0.125,6,0.75,57,586,170855,27,29,2.0,66.0,97.5,5.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-cc102e,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13,False,Active,260,8.5,10,9,1,10063,120756,774.0769230769231,1,0,0.1,0.0,8,0.8,43,394,121564,39,26,4.0,33.25,109.0,4.333333333333333,0.0,0.0,3.0,111.16,0.0,0,Monitor,No Major Risk Signal
A-82d8a6,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,Active,33,1.1,17,13,4,27966,335592,5593.2,5,2,0.29411764705882354,0.11764705882352941,15,0.8823529411764706,70,661,198538,38,32,5.0,42.2,112.0,3.5,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,Active,445,14.6,10,9,1,30744,368928,1464.0,1,0,0.1,0.0,7,0.7,51,475,145213,44,31,2.0,59.0,152.0,3.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-5790f4,Company_446,FinTech,UK,2024-12-22,event,Pro,1,True,Active,9,0.3,6,5,1,18926,227112,18926.0,0,0,0.0,0.0,3,0.5,35,321,95888,26,25,4.0,44.0,57.25,4.0,1.0,0.25,3.0,444.1,0.0,2,Priority,Support Escalation
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12,False,Active,239,7.9,12,9,3,16731,200772,1394.25,0,1,0.0,0.08333333333333333,11,0.9166666666666666,62,632,203509,23,29,4.0,42.0,86.25,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-297a2d,Company_448,HealthTech,UK,2023-05-05,event,Pro,27,False,Active,606,19.9,5,5,0,14373,172476,532.3333333333334,3,0,0.6,0.0,4,0.8,25,244,70412,22,23,2.0,32.5,84.5,3.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-4c56c9,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9,False,Churned,377,12.4,13,10,3,30471,365652,3385.6666666666665,0,0,0.0,0.0,10,0.7692307692307693,64,623,195927,38,34,5.0,38.6,68.2,3.75,0.0,0.0,1.0,44.23,0.0,4,Critical,High Revenue + Long Tenure
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,partner,Enterprise,40,False,Active,650,21.4,6,4,2,13081,156972,327.025,1,1,0.16666666666666666,0.16666666666666666,5,0.8333333333333334,22,178,49983,10,14,6.0,38.0,74.5,4.25,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-4a267b,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,Active,240,7.9,10,8,2,29687,356244,1187.48,1,1,0.1,0.1,9,0.9,50,498,150984,22,31,4.0,16.25,105.0,4.333333333333333,0.0,0.0,1.0,64.54,0.0,2,Priority,High Revenue
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,Active,155,5.1,11,11,0,21666,259992,471.0,2,1,0.18181818181818182,0.09090909090909091,9,0.8181818181818182,65,635,173619,43,34,7.0,38.285714285714285,61.57142857142857,4.0,1.0,0.14285714285714285,1.0,0.0,0.0,2,Priority,Support Escalation
A-427b69,Company_453,FinTech,US,2024-08-23,other,Basic,17,False,Active,130,4.3,10,9,1,19958,239496,1174.0,0,0,0.0,0.0,7,0.7,70,698,215804,36,32,2.0,31.5,109.5,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-0be015,Company_454,FinTech,US,2024-10-15,event,Pro,19,False,Active,77,2.5,5,4,1,1178,14136,62.0,0,0,0.0,0.0,3,0.6,28,297,88205,13,19,7.0,40.285714285714285,84.85714285714286,4.2,1.0,0.14285714285714285,1.0,74.68,0.0,2,Priority,Support Escalation
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Basic,2,False,Active,247,8.1,16,15,1,44601,535212,22300.5,1,1,0.0625,0.0625,14,0.875,85,833,219747,52,36,1.0,46.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Pro,3,False,Active,167,5.5,8,6,2,12032,144384,4010.6666666666665,0,0,0.0,0.0,8,1.0,36,394,135160,14,24,7.0,40.57142857142857,112.0,3.75,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-0f7d77,Company_457,FinTech,IN,2024-10-28,partner,Pro,3,False,Active,64,2.1,6,5,1,2326,27912,775.3333333333334,0,0,0.0,0.0,3,0.5,30,298,93933,19,23,5.0,27.2,74.6,5.0,0.0,0.0,1.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-e7beab,Company_458,EdTech,DE,2023-10-20,organic,Enterprise,5,False,Active,438,14.4,7,4,3,11332,135984,2266.4,0,0,0.0,0.0,7,1.0,36,373,131074,17,22,6.0,36.666666666666664,124.66666666666667,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-a09355,Company_459,FinTech,US,2024-08-10,organic,Basic,14,False,Active,143,4.7,16,15,1,34140,409680,2438.5714285714284,0,1,0.0,0.0625,14,0.875,78,788,217064,47,33,5.0,32.6,66.6,4.0,0.0,0.0,2.0,135.11,0.0,2,Priority,High Revenue
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,3,False,Active,303,10.0,7,7,0,15802,189624,5267.333333333333,0,0,0.0,0.0,6,0.8571428571428571,34,340,129917,23,19,7.0,43.142857142857146,67.71428571428571,3.5,0.0,0.0,2.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,5,False,Active,223,7.3,6,6,0,4070,48840,814.0,1,0,0.16666666666666666,0.0,5,0.8333333333333334,36,364,122051,22,19,1.0,32.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,organic,Pro,29,True,Active,721,23.7,3,3,0,2523,30276,87.0,0,0,0.0,0.0,3,1.0,12,119,46012,10,12,2.0,35.5,74.0,4.0,1.0,0.5,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12,False,Churned,439,14.4,9,7,2,14152,169824,1179.3333333333333,1,0,0.1111111111111111,0.0,7,0.7777777777777778,37,352,105146,19,19,5.0,33.0,45.2,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,3,False,Active,225,7.4,7,6,1,19060,228720,6353.333333333333,0,0,0.0,0.0,4,0.5714285714285714,32,312,84693,6,19,3.0,33.666666666666664,72.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-068fc6,Company_465,EdTech,US,2023-07-17,event,Enterprise,35,False,Active,533,17.5,10,9,1,29085,349020,831.0,1,0,0.1,0.0,9,0.9,59,598,189037,29,32,5.0,38.8,121.4,4.333333333333333,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-6f50ae,Company_466,FinTech,US,2023-09-21,partner,Pro,19,False,Churned,467,15.3,14,14,0,26608,319296,1400.421052631579,0,1,0.0,0.07142857142857142,9,0.6428571428571429,83,811,240012,48,35,5.0,31.0,87.4,4.5,0.0,0.0,2.0,0.0,1.0,2,Priority,Long Tenure
A-a2485e,Company_467,FinTech,US,2024-08-04,event,Pro,3,True,Active,149,4.9,6,6,0,8775,105300,2925.0,0,1,0.0,0.16666666666666666,4,0.6666666666666666,28,317,102647,13,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,organic,Basic,21,False,Active,203,6.7,5,5,0,10381,124572,494.3333333333333,0,1,0.0,0.2,5,1.0,17,164,45337,7,15,6.0,23.5,92.33333333333333,4.5,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-cc98bc,Company_469,DevTools,US,2023-05-24,ads,Basic,32,False,Active,587,19.3,10,9,1,21567,258804,673.96875,1,0,0.1,0.0,9,0.9,53,551,160470,24,29,3.0,4.666666666666667,122.33333333333333,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,Active,463,15.2,14,12,2,48726,584712,12181.5,4,1,0.2857142857142857,0.07142857142857142,11,0.7857142857142857,62,617,182046,32,31,2.0,31.0,75.0,4.0,0.0,0.0,3.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Pro,1,False,Active,421,13.8,10,8,2,22379,268548,22379.0,0,1,0.0,0.1,9,0.9,50,506,169088,29,31,4.0,46.25,89.75,3.6666666666666665,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-700ade,Company_472,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,Active,61,2.0,8,6,2,16875,202500,16875.0,0,0,0.0,0.0,5,0.625,29,284,85381,18,20,4.0,30.25,53.5,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-4a4c2d,Company_473,DevTools,US,2023-05-02,event,Enterprise,54,False,Active,609,20.0,13,12,1,33966,407592,629.0,1,1,0.07692307692307693,0.07692307692307693,10,0.7692307692307693,59,587,164208,37,28,5.0,42.0,104.0,4.25,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,Active,216,7.1,15,14,1,35868,430416,35868.0,2,0,0.13333333333333333,0.0,10,0.6666666666666666,72,738,216777,39,34,2.0,47.5,79.0,4.0,0.0,0.0,2.0,60.25,1.0,2,Priority,High Revenue
A-e08cd3,Company_475,FinTech,US,2024-09-21,ads,Pro,67,True,Active,101,3.3,11,10,1,71020,852240,1060.0,0,1,0.0,0.09090909090909091,7,0.6363636363636364,43,432,138064,21,30,8.0,30.375,93.0,4.0,0.0,0.0,2.0,0.0,0.0,2,Priority,High Revenue
A-19b2c8,Company_476,DevTools,IN,2023-06-06,other,Pro,20,False,Active,574,18.9,13,13,0,26703,320436,1335.15,1,0,0.07692307692307693,0.0,9,0.6923076923076923,63,601,188401,34,31,3.0,29.333333333333332,90.0,4.666666666666667,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,14,False,Active,305,10.0,8,7,1,15381,184572,1098.642857142857,0,1,0.0,0.125,4,0.5,44,444,133732,24,26,1.0,61.0,139.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-6dee43,Company_478,FinTech,UK,2023-08-12,other,Basic,3,True,Active,507,16.7,11,10,1,22770,273240,7590.0,1,0,0.09090909090909091,0.0,8,0.7272727272727273,48,461,142536,11,28,5.0,44.2,48.8,4.333333333333333,0.0,0.0,1.0,143.8,0.0,2,Priority,Long Tenure
A-5ed98d,Company_479,DevTools,US,2024-06-22,partner,Basic,24,False,Active,192,6.3,8,8,0,15478,185736,644.9166666666666,1,0,0.125,0.0,7,0.875,32,312,90314,18,23,5.0,35.8,91.8,5.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-c58f49,Company_480,EdTech,US,2024-07-31,other,Enterprise,70,True,Active,153,5.0,7,7,0,70980,851760,1014.0,1,0,0.14285714285714285,0.0,7,1.0,38,363,108540,22,24,3.0,36.333333333333336,60.0,5.0,1.0,0.3333333333333333,3.0,159.96,0.0,4,Critical,High Revenue + Support Escalation
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Pro,11,False,Churned,523,17.2,10,8,2,17823,213876,1620.2727272727273,3,0,0.3,0.0,9,0.9,56,556,178453,37,30,4.0,42.25,130.25,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Enterprise,23,False,Active,198,6.5,7,6,1,15600,187200,678.2608695652174,1,1,0.14285714285714285,0.14285714285714285,6,0.8571428571428571,28,268,66983,18,20,2.0,14.5,123.0,3.5,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Pro,22,False,Active,133,4.4,5,5,0,10252,123024,466.0,1,0,0.2,0.0,4,0.8,18,183,69505,10,16,2.0,28.5,42.0,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-e1b9cd,Company_484,DevTools,US,2023-02-26,event,Pro,40,False,Churned,674,22.1,15,12,3,37042,444504,926.05,0,3,0.0,0.2,10,0.6666666666666666,80,840,243616,47,34,1.0,35.0,115.0,3.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-ac85cd,Company_485,EdTech,US,2024-07-31,partner,Enterprise,53,False,Active,153,5.0,12,9,3,41267,495204,778.622641509434,1,2,0.08333333333333333,0.16666666666666666,11,0.9166666666666666,63,634,176002,29,30,3.0,33.666666666666664,76.33333333333333,3.5,0.0,0.0,2.0,186.32999999999998,1.0,2,Priority,High Revenue
A-d792a6,Company_486,DevTools,US,2023-01-23,organic,Enterprise,4,False,Active,708,23.3,15,14,1,23049,276588,5762.25,1,1,0.06666666666666667,0.06666666666666667,14,0.9333333333333333,68,690,203395,40,32,5.0,40.6,97.8,4.0,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-ac9111,Company_487,HealthTech,US,2023-08-12,event,Pro,21,True,Active,507,16.7,16,14,2,26626,319512,1267.904761904762,0,1,0.0,0.0625,14,0.875,83,808,254330,46,36,3.0,24.666666666666668,89.66666666666667,5.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-18793f,Company_488,EdTech,US,2024-12-18,organic,Basic,148,True,Active,13,0.4,11,10,1,78588,943056,531.0,1,0,0.09090909090909091,0.0,9,0.8181818181818182,48,486,168310,20,30,5.0,45.2,101.6,3.8,0.0,0.0,1.0,25.41,0.0,2,Priority,High Revenue
A-9f0b68,Company_489,EdTech,US,2024-04-28,ads,Basic,10,False,Active,247,8.1,12,12,0,28518,342216,2851.8,2,1,0.16666666666666666,0.08333333333333333,9,0.75,70,709,194123,33,36,3.0,30.333333333333332,96.33333333333333,3.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-d3c88e,Company_490,DevTools,US,2024-10-18,event,Pro,16,False,Active,74,2.4,13,13,0,26183,314196,1636.4375,3,0,0.23076923076923078,0.0,9,0.6923076923076923,64,644,204483,48,33,3.0,58.0,48.0,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ccb686,Company_491,DevTools,US,2024-01-22,other,Basic,10,False,Active,344,11.3,12,11,1,21541,258492,2154.1,4,1,0.3333333333333333,0.08333333333333333,8,0.6666666666666666,70,721,203848,46,35,1.0,67.0,30.0,4.0,0.0,0.0,3.0,25.92,0.0,2,Priority,Long Tenure
A-118f1c,Company_492,Cybersecurity,US,2024-10-31,other,Pro,32,False,Active,61,2.0,8,6,2,52160,625920,1630.0,0,0,0.0,0.0,5,0.625,38,369,96816,14,22,1.0,64.0,141.0,3.0,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-0e966d,Company_493,FinTech,IN,2024-06-25,ads,Basic,11,False,Churned,189,6.2,11,10,1,12445,149340,1131.3636363636363,0,0,0.0,0.0,9,0.8181818181818182,64,636,197685,34,31,3.0,31.666666666666668,95.33333333333333,4.5,1.0,0.3333333333333333,0.0,0.0,0.0,2,Priority,Support Escalation
A-b9f5b1,Company_494,Cybersecurity,US,2023-01-24,other,Pro,15,True,Active,707,23.2,7,6,1,7072,84864,471.46666666666664,0,0,0.0,0.0,5,0.7142857142857143,30,307,90576,12,21,6.0,31.833333333333332,75.66666666666667,3.3333333333333335,1.0,0.16666666666666666,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,ads,Pro,9,False,Active,186,6.1,8,8,0,4447,53364,494.1111111111111,0,0,0.0,0.0,8,1.0,39,402,130242,30,26,4.0,39.5,65.5,3.5,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-55f257,Company_496,FinTech,US,2023-12-21,organic,Basic,9,False,Active,376,12.4,10,10,0,12137,145644,1348.5555555555557,3,0,0.3,0.0,8,0.8,53,476,145972,25,31,6.0,43.166666666666664,114.5,5.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-d26ab4,Company_497,DevTools,UK,2024-11-07,organic,Basic,9,False,Churned,54,1.8,9,8,1,16613,199356,1845.888888888889,0,1,0.0,0.1111111111111111,7,0.7777777777777778,46,458,121379,24,24,2.0,49.5,110.0,4.0,0.0,0.0,1.0,86.02,0.0,0,Monitor,No Major Risk Signal
A-712533,Company_498,EdTech,US,2023-07-31,organic,Pro,18,False,Active,519,17.0,12,12,0,19382,232584,1076.7777777777778,1,0,0.08333333333333333,0.0,11,0.9166666666666666,55,571,180056,35,32,5.0,37.4,97.2,3.75,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,Pro,12,False,Active,118,3.9,16,14,2,18315,219780,1526.25,2,0,0.125,0.0,11,0.6875,87,864,270008,42,31,4.0,57.5,106.0,3.6666666666666665,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
